Item,Package Size,Module Size,Redundant Count
com.sun.xml.internal.ws.message,36,8,496
com.sun.xml.internal.ws.resources,2,1,30
com.sun.xml.internal.ws.server,68,9,496
com.sun.xml.internal.ws.spi.db,28,7,464
com.sun.xml.internal.ws.util.xml,33,9,543
com.sun.xml.internal.ws.wsdl.parser,34,6,444
javax.xml.ws.wsaddressing,10,6,468
com.sun.xml.internal.ws.addressing.policy,19,6,459
com.sun.xml.internal.ws.policy,9,4,205
com.sun.xml.internal.ws.policy.jaxws.spi,6,5,357
com.sun.xml.internal.ws.policy.privateutil,12,6,465
com.sun.xml.internal.ws.policy.sourcemodel,14,6,418
com.sun.xml.internal.ws.policy.spi,6,4,208
com.sun.xml.internal.ws.policy.subject,5,3,177
com.sun.xml.internal.ws.api.message.saaj,16,7,489
com.sun.xml.internal.ws.binding,26,8,501
com.sun.xml.internal.ws.encoding.soap,5,3,177
com.sun.xml.internal.ws.encoding.soap.streaming,1,1,31
javax.xml.ws.handler,5,5,282
com.sun.xml.internal.ws.message.stream,32,7,473
com.sun.xml.internal.ws.spi,27,7,458
com.sun.xml.internal.ws.api.client,12,6,312
com.sun.xml.internal.ws.api.config.management,5,3,135
com.sun.xml.internal.ws.api.config.management.policy,12,6,347
com.sun.xml.internal.ws.api.wsdl.writer,6,3,252
com.sun.xml.internal.ws.db,28,6,450
com.sun.xml.internal.ws.wsdl,17,7,468
com.sun.xml.internal.ws.api.fastinfoset,4,4,173
com.sun.xml.internal.ws.api.ha,1,1,31
com.sun.xml.internal.ws.api.handler,8,5,397
com.sun.xml.internal.ws.db.glassfish,21,7,471
com.sun.xml.internal.ws.message.jaxb,34,9,570
com.sun.xml.internal.ws.message.saaj,25,7,480
com.sun.xml.internal.ws.message.source,21,7,479
com.sun.xml.internal.ws.transport.http,35,6,443
com.sun.xml.internal.ws.util.exception,9,4,243
com.sun.xml.internal.ws.api.message.stream,6,5,399
com.sun.xml.internal.ws.api.model.soap,3,2,64
javax.jws,3,3,166
javax.jws.soap,3,2,51
com.sun.xml.internal.ws.api.policy,16,6,462
com.sun.xml.internal.ws.api.wsdl.parser,11,6,467
com.sun.xml.internal.ws.api.model.wsdl.editable,11,5,394
com.sun.xml.internal.ws.assembler,28,8,529
com.sun.xml.internal.ws.client.dispatch,37,7,468
com.sun.xml.internal.ws.client.sei,47,8,490
com.sun.xml.internal.ws.handler,42,8,485
com.sun.xml.internal.ws.protocol.soap,22,6,456
com.sun.xml.internal.ws.transport,13,6,465
com.sun.xml.internal.ws.transport.http.client,25,6,365
com.sun.xml.internal.ws.util.pipe,31,7,519
com.sun.xml.internal.ws.config.management.policy,7,4,207
com.sun.xml.internal.ws.encoding.policy,17,6,461
com.sun.xml.internal.ws.policy.jaxws,31,6,447
com.sun.xml.internal.ws.policy.sourcemodel.wspolicy,4,3,175
com.sun.xml.internal.ws.api.policy.subject,5,3,214
com.sun.xml.internal.ws.server.provider,28,8,499
com.sun.xml.internal.ws.server.sei,42,8,495
